PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College,School,Conference
Jack Cochrane,Jack Cochrane,KC,Kansas City,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,South Dakota,,
Christian Braswell,Christian Braswell,JAX,Jacksonville,832,3,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Rutgers,Rutgers,Big Ten
Alec Pierce,Alec Pierce,IND,Indianapolis,832,14,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Cincinnati,Cincinnati,Big 12
Josh Whyle,Josh Whyle,TEN,Tennessee,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,Cincinnati,Cincinnati,Big 12
Sydney Brown,Sydney Brown,PHI,Philadelphia,832,9,5,0,5,0.0,0,0,1,0,0,0,0,1,0,0,DB,Illinois,Illinois,Big Ten
Jake Bobo,Jake Bobo,SEA,Seattle,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,UCLA,UCLA,Big Ten
Eku Leota,Eku Leota,PIT/CAR,Pittsburgh,832,3,5,0,5,1.0,1,3,0,0,0,0,0,0,0,0,LB,Auburn,Auburn,SEC
Jarrick Bernard-Converse,Jarrick Bernard,NYJ,NY Jets,832,7,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,DB,Louisiana State,Louisiana,Sun Belt
Bryce Ford-Wheaton,Bryce Ford-Wheaton,NYG,NY Giants,832,12,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,West Virginia,West Virginia,Big 12
Bryce Oliver,Bryce Oliver,TEN,Tennessee,832,8,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Youngstown State,NC State,ACC
Ja'Marr Chase,Ja'Marr Chase,CIN,Cincinnati,832,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Louisiana State,Louisiana,Sun Belt
Jaden Crumedy,Jaden Crumedy,CAR,Carolina,832,3,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,DT,Mississippi State,Mississippi St.,SEC
Cam Jones,Cam Jones,KC,Kansas City,832,15,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,Indiana,Indiana,Big Ten
Nate Adkins,Nate Adkins,DEN,Denver,832,15,2,3,5,0.0,0,0,0,0,0,0,0,0,0,0,TE,South Carolina,South Carolina,SEC
Xavier Smith,Xavier Smith,LAR,LA Rams,832,13,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,Florida A&M,Florida,SEC
Alex Austin,Alex Austin,NE,New England,832,7,5,0,5,0.0,0,0,3,0,0,0,0,0,0,0,DB,Oregon State,Oregon,Big Ten
Levelle Bailey,Levelle Bailey,DEN,Denver,832,10,1,4,5,0.0,0,0,0,0,0,0,0,0,0,0,LB,Fresno State,Fresno St.,Mountain West
Javon Solomon,Javon Solomon,BUF,Buffalo,832,12,5,0,5,2.0,28,2,0,0,0,0,0,1,0,0,DE,Troy State,Troy,Sun Belt
Jay Ward,Jay Ward,MIN,Minnesota,832,14,4,1,5,0.0,0,0,1,0,0,0,0,0,0,0,DB,Louisiana State,Louisiana,Sun Belt
Jalen Graham,Jalen Graham,SF,San Francisco,832,6,3,2,5,0.0,0,1,0,0,0,0,0,0,0,0,LB,Purdue,Purdue,Big Ten
Mike Morris,Mike Morris,SEA,Seattle,832,13,3,2,5,0.0,0,0,0,0,0,0,0,0,0,0,DE,Michigan,Michigan,Big Ten
Josh Wallace,Josh Wallace,LAR,LA Rams,832,15,4,1,5,0.0,0,0,2,0,0,0,0,0,0,0,DB,Michigan,Michigan,Big Ten
Natrone Brooks,Natrone Brooks,ATL,Atlanta,832,7,4,1,5,0.0,0,0,1,0,0,0,0,0,0,0,DB,Southern Mississippi,Southern Miss.,Sun Belt
Jalen Brooks,Jalen Brooks,DAL,Dallas,832,12,4,1,5,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Carolina,South Carolina,SEC
Isaiah Davis,Isaiah Davis,NYJ,NY Jets,832,15,5,0,5,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Dakota State,NC State,ACC
Jerry Hughes,Jerry Hughes,HOU,Houston,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Texas Christian,Texas,SEC
Kareem Jackson,Kareem Jackson,BUF,Buffalo,877,2,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Alabama,Alabama,SEC
Carl Davis Jr.,Carl Davis,WSH,Washington,877,3,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Iowa,Iowa,Big Ten
Bobby McCain,Bobby McCain,MIN,Minnesota,877,3,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Memphis,Memphis,The American
Joe Cardona,Joe Cardona,NE,New England,877,14,3,1,4,0.0,0,0,0,0,0,0,0,1,0,0,LS,Navy,Navy,The American
Ameer Abdullah,Ameer Abdullah,LV,Las Vegas,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Nebraska,Nebraska,Big Ten
Tyler Matakevich,Tyler Matakevich,PIT,Pittsburgh,877,9,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple,Temple,The American
Chris Wormley,Chris Wormley,BAL,Baltimore,877,2,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Michigan,Michigan,Big Ten
Scott Daly,Scott Daly,CHI,Chicago,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LS,Notre Dame,Notre Dame,FBS Independent
Tre Flowers,Tre Flowers,IND/JAX,Indianapolis,877,5,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Oklahoma State,Oklahoma,SEC
Tanner Hudson,Tanner Hudson,CIN,Cincinnati,877,10,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Arkansas,Kansas,Big 12
Justin Jones,Justin Jones,ARI,Arizona,877,3,3,1,4,0.0,0,1,0,0,0,0,0,0,1,0,DT,North Carolina State,North Carolina,ACC
David Njoku,David Njoku,CLE,Cleveland,877,11,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Miami,Miami (FL),ACC
Matthew Adams,Matthew Adams,NYG,NY Giants,877,11,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Houston,Houston,Big 12
Tremon Smith,Tremon Smith,DEN,Denver,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,DB,Central Arkansas,Kansas,Big 12
Efe Obada,Efe Obada,WSH,Washington,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,--,,
Josiah Deguara,Josiah Deguara,JAX,Jacksonville,877,13,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Cincinnati,Cincinnati,Big 12
Ty Johnson,Ty Johnson,BUF,Buffalo,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Maryland,Maryland,Big Ten
Jacob Bobenmoyer,Jacob Bobenmoyer,LV,Las Vegas,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,LS,Northern Colorado,Colorado,Big 12
Nick Westbrook-Ikhine,Nick Westbrook,TEN,Tennessee,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Indiana,Indiana,Big Ten
Charles Omenihu,Charles Omenihu,KC,Kansas City,877,4,2,2,4,1.0,10,0,0,0,0,0,0,1,0,0,DE,Texas,Texas,SEC
Ben Stille,Ben Stille,ARI/TB,Arizona,877,6,1,3,4,1.0,4,1,1,0,0,0,0,0,1,0,DT,Nebraska,Nebraska,Big Ten
Boogie Basham,Ty Chandler,NYG,Minnesota Vikings,877,2,1,3,4,0.0,0,1,1,0,0,0,0,0,0,0,RB,North Carolina,North Carolina,ACC
Khalid Kareem,Khalid Kareem,ATL,Atlanta,877,2,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Notre Dame,Notre Dame,FBS Independent
Collin Johnson,Collin Johnson,CHI,Chicago,877,7,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas,Texas,SEC
Luke Farrell,Luke Farrell,JAX,Jacksonville,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Ohio State,Ohio State,Big Ten
Kenny Yeboah,Kenny Yeboah,NYJ,NY Jets,877,7,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Mississippi,Mississippi St.,SEC
Ifeatu Melifonwu,Ifeatu Melifonwu,DET,Detroit,877,1,2,2,4,1.0,2,1,0,0,0,0,0,0,0,0,DB,Syracuse,Syracuse,ACC
Esezi Otomewo,Esezi Otomewo,JAX,Jacksonville,877,4,0,4,4,0.5,2,0,0,0,0,0,0,0,0,0,DT,Minnesota,Minnesota,Big Ten
Charlie Kolar,Charlie Kolar,BAL,Baltimore,877,12,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa State,Iowa,Big Ten
Ty Chandler,Ty Chandler,MIN,Minnesota,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,North Carolina,North Carolina,ACC
Cade Otton,Cade Otton,TB,Tampa Bay,877,14,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Washington,Washington,Big Ten
Patrick Johnson,Patrick Johnson,NYG/PHI,NY Giants,877,13,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Tulane,Tulane,The American
Mark Robinson,Mark Robinson,PIT,Pittsburgh,877,15,4,0,4,0.0,0,0,0,0,0,0,0,1,0,0,LB,Mississippi,Mississippi St.,SEC
Amari Gainer,Amari Gainer,LV,Las Vegas,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,North Carolina,North Carolina,ACC
Chig Okonkwo,Chigoziem Okonkwo,TEN,Tennessee,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Maryland,Maryland,Big Ten
Colson Yankoff,Colson Yankoff,WSH,Washington,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,UCLA,UCLA,Big Ten
Cameron Thomas,Cameron Thomas,KC/CLE,Cleveland,877,7,1,3,4,0.0,0,1,0,0,0,0,0,0,0,0,DE,San Diego State,San Diego St.,Mountain West
Daniel Bellinger,Daniel Bellinger,NYG,NY Giants,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,San Diego State,San Diego St.,Mountain West
Julian Hill,Julian Hill,MIA,Miami,877,14,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Campbell,,
Kenneth Gainwell,Kenny Gainwell,PHI,Philadelphia,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis,Memphis,The American
Hassan Haskins,Hassan Haskins,LAC,LA Chargers,877,15,1,3,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan,Michigan,Big Ten
Luke Schoonmaker,Luke Schoonmaker,DAL,Dallas,877,15,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Michigan,Michigan,Big Ten
Amon-Ra St. Brown,Amon-Ra St. Brown,DET,Detroit,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California,Southern California,Big Ten
Channing Tindall,Channing Tindall,MIA,Miami,877,9,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Georgia,Georgia,SEC
DeMarvin Leal,DeMarvin Leal,PIT,Pittsburgh,877,5,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Texas A&M,Texas A&M,SEC
Adisa Isaac,Adisa Isaac,BAL,Baltimore,877,4,2,2,4,0.0,0,1,1,0,0,0,0,0,0,0,LB,Penn State,Penn St.,Big Ten
Drake London,Drake London,ATL,Atlanta,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern California,Southern California,Big Ten
Curtis Jacobs,Curtis Jacobs,NE,New England,877,9,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Penn State,Penn St.,Big Ten
Tyler Goodson,Tyler Goodson,IND,Indianapolis,877,14,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Iowa,Iowa,Big Ten
Cedric Johnson,Cedric Johnson,CIN,Cincinnati,877,7,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,DE,Mississippi,Mississippi St.,SEC
Noah Sewell,Noah Sewell,CHI,Chicago,877,9,3,1,4,0.0,0,0,0,0,0,0,0,1,0,0,LB,Oregon,Oregon,Big Ten
Sean Tucker,Sean Tucker,TB,Tampa Bay,877,15,3,1,4,0.0,0,0,0,0,0,0,0,0,0,0,RB,Syracuse,Syracuse,ACC
Jaxon Smith-Njigba,Jaxon Smith-Njigba,SEA,Seattle,877,15,4,0,4,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State,Ohio State,Big Ten
Jaylan Ford,Jaylan Ford,NO,New Orleans,877,6,2,2,4,0.0,0,0,0,0,0,0,0,0,0,0,LB,Texas,Texas,SEC
Jermaine Johnson,Jermaine Johnson,NYJ,NY Jets,877,2,4,0,4,0.0,0,1,0,0,0,0,0,0,0,0,LB,Florida State,Florida,SEC
Jordan Whittington,Jordan Whittington,LAR,LA Rams,877,13,4,0,4,0.0,0,0,0,0,0,0,0,0,1,0,WR,Texas,Texas,SEC
Drew Ogletree,Andrew Ogletree,IND,Indianapolis,877,15,0,4,4,0.0,0,0,0,0,0,0,0,0,0,0,TE,Youngstown State,NC State,ACC
Morgan Cox,Morgan Cox,TEN,Tennessee,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LS,Tennessee,Tennessee,SEC
Tashaun Gipson Sr.,Tashaun Gipson,SF,San Francisco,935,7,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0,DB,Wyoming,Wyoming,Mountain West
Riley Dixon,Riley Dixon,DEN,Denver,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,P,Syracuse,Syracuse,ACC
T.Y. McGill,T.Y. McGill,SF/CLE,Cleveland,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,North Carolina State,North Carolina,ACC
Pharaoh Brown,Pharaoh Brown,SEA,Seattle,935,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Oregon,Oregon,Big Ten
Eric Saubert,Eric Saubert,SF,San Francisco,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Drake,,
Josh Tupou,Josh Tupou,BAL,Baltimore,935,3,3,0,3,1.0,1,1,0,0,0,0,0,0,0,0,DT,Colorado,Colorado,Big 12
Desmond King II,Desmond King,BAL/HOU,Baltimore,935,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Iowa,Iowa,Big Ten
George Kittle,George Kittle,SF,San Francisco,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Iowa,Iowa,Big Ten
James Conner,James Conner,ARI,Arizona,935,15,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0,RB,Pittsburgh,Pittsburgh,ACC
Bruce Hector,Bruce Hector,NYJ,NY Jets,935,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,South Florida,Florida,SEC
Zach Cunningham,Zach Cunningham,DEN,Denver,935,5,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Vanderbilt,Vanderbilt,SEC
Trent Sieg,Trent Sieg,DAL,Dallas,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LS,Colorado State,Colorado,Big 12
Samaje Perine,Samaje Perine,KC,Kansas City,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0,RB,Oklahoma,Oklahoma,SEC
Ryan Neal,Ryan Neal,TB,Tampa Bay,935,1,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Illinois,Illinois,Big Ten
Jalen Davis,Jalen Davis,CIN,Cincinnati,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Utah State,Utah,Big 12
Nick Chubb,Nick Chubb,CLE,Cleveland,935,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Georgia,Georgia,SEC
Micah Abernathy,Micah Abernathy,ATL,Atlanta,935,6,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tennessee,Tennessee,SEC
Jakobi Meyers,Jakobi Meyers,LV,Las Vegas,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Carolina State,North Carolina,ACC
Joe Giles-Harris,Joe Giles-Harris,NE,Cincinnati,935,3,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Duke,Duke,ACC
Alex Bachman,Alex Bachman,LV,Las Vegas,935,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Wake Forest,Wake Forest,ACC
Josh Oliver,Josh Oliver,MIN,Minnesota,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,San Jose State,San Jose St.,Mountain West
C.J. Ham,C.J. Ham,MIN,Minnesota,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,1,0,RB,Augustana (SD),,
Rashid Shaheed,Rashid Shaheed,NO,New Orleans,935,6,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Weber State,,
Jonah Williams,Jonah Williams,LAR/MIN/DET,Arizona,935,9,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0,OT,Alabama,Alabama,SEC
Jonah Williams,Jonah Williams,LAR/MIN/DET,Detroit,935,9,1,2,3,0.0,0,1,0,0,0,0,0,0,0,0,DE,Weber State,,
Dicaprio Bootle,Dicaprio Bootle,LAC,LA Chargers,935,7,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Nebraska,Nebraska,Big Ten
Derrick Brown,Derrick Brown,CAR,Carolina,935,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DE,Auburn,Auburn,SEC
Leki Fotu,Leki Fotu,NYJ,NY Jets,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Utah,Utah,Big 12
Joe Bachie,Joe Bachie,CIN,Cincinnati,935,12,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan State,Michigan,Big Ten
Patrick Taylor Jr.,Patrick Taylor,SF,San Francisco,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis,Memphis,The American
Reggie Gilliam,Reggie Gilliam,BUF,Buffalo,935,13,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Toledo,Toledo,MAC
Tanner Conner,Tanner Conner,MIA,Miami,935,8,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Idaho State,,
Nicholas Morrow,,BUF,,935,11,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,,,,
Hunter Long,Hunter Long,LAR,LA Rams,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Boston College,Boston College,ACC
CeeDee Lamb,CeeDee Lamb,DAL,Dallas,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma,Oklahoma,SEC
Isaiah Thomas,Isaiah Thomas,DET,Cincinnati,935,2,0,3,3,0.0,0,0,0,0,0,0,0,0,1,0,DE,Oklahoma,Oklahoma,SEC
Ronnie Rivers,Ronnie Rivers,LAR,LA Rams,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Fresno State,Fresno St.,Mountain West
Quintin Morris,Quintin Morris,BUF,Buffalo,935,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Bowling Green,Bowling Green,MAC
Ty Okada,Ty Okada,SEA,Seattle,935,4,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Montana State,NC State,ACC
Christian Watson,Christian Watson,GB,Green Bay,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,North Dakota State,NC State,ACC
Isaac Ukwu,Isaac Ukwu,DET,Detroit,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DE,Mississippi,Mississippi St.,SEC
Pierre Strong Jr.,Pierre Strong,CLE,Cleveland,935,13,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Dakota State,NC State,ACC
Stone Smartt,Stone Smartt,LAC,LA Chargers,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Old Dominion,Old Dominion,Sun Belt
Raheem Layne,Raheem Layne,NYG,NY Giants,935,2,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Indiana,Indiana,Big Ten
Tre Avery,Tre Avery,TEN,Tennessee,935,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Rutgers,Rutgers,Big Ten
Raheem Blackshear,Raheem Blackshear,CAR,Carolina,935,14,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Virginia Tech,Virginia Tech,ACC
KJ Henry,K.J. Henry,CIN/DAL,Philadelphia,935,4,1,2,3,1.0,9,1,0,0,0,0,0,0,0,0,DE,Clemson,Clemson,ACC
Nick Hampton,Nick Hampton,LAR,LA Rams,935,14,2,1,3,0.0,0,0,1,0,0,0,0,0,0,0,LB,Appalachian State,NC State,ACC
Kana'i Mauga,Kana'i Mauga,LV,Las Vegas,935,11,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Southern California,Southern California,Big Ten
Brevyn Spann-Ford,Brevyn Spann-Ford,DAL,Dallas,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Minnesota,Minnesota,Big Ten
Taki Taimani,Taki Taimani,MIN,Minnesota,935,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oregon,Oregon,Big Ten
Isaiah Stalbird,Isaiah Stalbird,NO,New Orleans,935,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,South Dakota State,NC State,ACC
Ochaun Mathis,Ochaun Mathis,NE/PHI,Philadelphia,935,6,2,1,3,0.0,0,0,0,0,0,0,0,1,0,0,LB,Nebraska,Nebraska,Big Ten
DJ Ivey,DJ Ivey,CIN,Cincinnati,935,9,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0,DB,Miami,Miami (FL),ACC
Tank Dell,Nathaniel Dell,HOU,Houston,935,14,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Houston,Houston,Big 12
Dylan Laube,Dylan Laube,LV,Las Vegas,935,8,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,New Hampshire,,
DJ Coleman,D.J. Coleman,JAX,Jacksonville,935,1,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DE,Missouri,Missouri,SEC
Ben VanSumeren,Ben VanSumeren,PHI,Philadelphia,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Michigan State,Michigan,Big Ten
Elijah Moore,Elijah Moore,CLE,Cleveland,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi,Mississippi St.,SEC
Khristian Boyd,Khristian Boyd,NO,New Orleans,935,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Northern Iowa,Iowa,Big Ten
Zach Charbonnet,Zach Charbonnet,SEA,Seattle,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,UCLA,UCLA,Big Ten
Brandon Dorlus,Brandon Dorlus,ATL,Atlanta,935,2,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oregon,Oregon,Big Ten
Jamal Hill,Jamal Hill,HOU,Houston,935,7,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Oregon,Oregon,Big Ten
De'Antre Prince,Deantre Prince,JAX,Jacksonville,935,9,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Mississippi,Mississippi St.,SEC
Tre Tucker,Tre Tucker,LV,Las Vegas,935,15,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Cincinnati,Cincinnati,Big 12
Jammie Robinson,Jammie Robinson,CAR,Arizona,935,6,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Florida State,Florida,SEC
Brock Bowers,Brock Bowers,LV,Las Vegas,935,15,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,TE,Georgia,Georgia,SEC
Kenneth Walker III,Kenneth Walker,SEA,Seattle,935,11,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,RB,Michigan State,Michigan,Big Ten
Jaylen Mahoney,Jaylen Mahoney,SF,San Francisco,935,3,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Vanderbilt,Vanderbilt,SEC
Jerrick Reed II,Jerrick Reed,SEA,Seattle,935,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,New Mexico,New Mexico,Mountain West
Hogan Hatten,Hogan Hatten,DET,Detroit,935,15,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,LS,Idaho,,
Brandon Codrington,Brandon Codrington,BUF,Buffalo,935,15,3,0,3,0.0,0,0,1,0,0,0,0,0,0,0,DB,North Carolina Central,North Carolina,ACC
Darrell Luter Jr.,Darrell Luter,SF,San Francisco,935,3,1,2,3,0.0,0,0,0,0,0,0,0,1,0,0,DB,South Alabama,South Alabama,Sun Belt
Xavier Hutchinson,Xavier Hutchinson,HOU,Houston,935,14,1,2,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Iowa State,Iowa,Big Ten
Myles Harden,Myles Harden,CLE,Cleveland,935,2,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,South Dakota,,
Isaiah Bolden,Isaiah Bolden,NE,New England,935,12,2,1,3,0.0,0,0,0,0,0,0,0,0,1,0,DB,Jackson State,NC State,ACC
Caleb Murphy,Caleb Murphy,LAC/TEN,LA Chargers,935,5,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,LB,Ferris State,NC State,ACC
Dee Williams,Dee Williams,SEA/NYG,NY Giants,935,13,2,1,3,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tennessee,Tennessee,SEC
Ryan Flournoy,Ryan Flournoy,DAL,Dallas,935,9,3,0,3,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southeast Missouri State,Missouri,SEC
Lawrence Guy,,CIN,,1014,4,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,,,,
Andrew DePaola,Andrew DePaola,MIN,Minnesota,1014,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Rutgers,Rutgers,Big Ten
Zach Ertz,Zach Ertz,WSH,Washington,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford,Stanford,ACC
Davante Adams,Davante Adams,LV/NYJ,NY Jets,1014,12,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Fresno State,Fresno St.,Mountain West
Luke Rhodes,Luke Rhodes,IND,Indianapolis,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,William & Mary,,
Zach Wood,Zach Wood,NO,New Orleans,1014,14,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Southern Methodist,Ga. Southern,Sun Belt
Joe Thuney,Joe Thuney,KC,Kansas City,1014,15,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,OG,North Carolina State,North Carolina,ACC
Chris Conley,Chris Conley,SF,San Francisco,1014,13,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,WR,Georgia,Georgia,SEC
Justin Hardee Sr.,Justin Hardee,TEN,Tennessee,1014,7,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,DB,Illinois,Illinois,Big Ten
Thomas Hennessy,Thomas Hennessy,NYJ,NY Jets,1014,15,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,LS,Duke,Duke,ACC
