PLR_NAME,Player,Team ABR,Team,RK,GP,SOLO,AST,TOT,SACK,YDS,TFL,PD,INT,YDS.1,LNG,TD,FF,FR,FTD,Position,College
Josh Allen,Josh Allen,BUF,Buffalo,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Wyoming
Britain Covey,Britain Covey,PHI,Philadelphia,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Utah
Saquon Barkley,Saquon Barkley,PHI,Philadelphia,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Penn State
Michael Dickson,Michael Dickson,SEA,Seattle,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Texas
Jake Bailey,Jake Bailey,MIA,Miami,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Stanford
Diontae Johnson,Dyontae Johnson,BAL/CAR,NY Giants,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Toledo
Bobby Price,Bobby Price,WSH,Washington,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Norfolk State
Jawaan Taylor,Jawaan Taylor,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Florida
Trayveon Williams,Trayveon Williams,CIN,Cincinnati,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas A&M
Zack Moss,Zack Moss,CIN,Cincinnati,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Utah
Mitch Wishnowsky,Mitch Wishnowsky,SF,San Francisco,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Utah
Justice Hill,Justice Hill,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Oklahoma State
Justin Herbert,Justin Herbert,LAC,LA Chargers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Oregon
Luke Wattenberg,Luke Wattenberg,DEN,Denver,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Washington
Devin Duvernay,Devin Duvernay,JAX,Jacksonville,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas
Corey Bojorquez,Corey Bojorquez,CLE,Cleveland,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,New Mexico
Jalen Hurts,Jalen Hurts,PHI,Philadelphia,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Oklahoma
Devin Singletary,Devin Singletary,NYG,NY Giants,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida Atlantic
Dillon Radunz,Dillon Radunz,TEN,Tennessee,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,North Dakota State
Cordell Volson,Cordell Volson,CIN,Cincinnati,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,North Dakota State
William Kwenkeu,William Kwenkeu,BAL,Baltimore,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Temple
Curtis Robinson,Curtis Robinson,SF,San Francisco,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Stanford
Miles Sanders,Miles Sanders,CAR,Carolina,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Penn State
Blake Gillikin,Blake Gillikin,ARI,Arizona,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,Penn State
Josh Jacobs,Josh Jacobs,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Alabama
A.J. Brown,A.J. Brown,PHI,Philadelphia,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi
Alexander Mattison,Alexander Mattison,LV,Las Vegas,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Boise State
Ryan Van Demark,Ryan Van Demark,BUF,Buffalo,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Connecticut
Tee Higgins,Tee Higgins,CIN,Cincinnati,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Clemson
Travis Etienne Jr.,Travis Etienne,JAX,Jacksonville,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Clemson
Cam Akers,Cam Akers,HOU/MIN,Minnesota,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida State
Trenton Gill,Cam Gill,TB,Carolina,1132,8,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wagner
Noah Gray,Noah Gray,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Duke
Brock Hoffman,Brock Hoffman,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Virginia Tech
Grant Calcaterra,Grant Calcaterra,PHI,Philadelphia,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Southern Methodist
Trey Sermon,Trey Sermon,IND,Indianapolis,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Ohio State
Brian Robinson Jr.,Brian Robinson,WSH,Washington,1132,12,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Alabama
DeVonta Smith,DeVonta Smith,PHI,Philadelphia,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama
Tua Tagovailoa,Tua Tagovailoa,MIA,Miami,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Alabama
Jedrick Wills Jr.,Jedrick Wills,CLE,Cleveland,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Alabama
Nephi Sewell,Nephi Sewell,NO,New Orleans,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Utah
Cody White,Cody White,SEA,Seattle,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Michigan State
Josh Myers,Josh Myers,GB,Green Bay,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Ohio State
Jonathan Taylor,Jonathan Taylor,IND,Indianapolis,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Wisconsin
Aaron Banks,Aaron Banks,SF,San Francisco,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Notre Dame
Princeton Fant,Princeton Fant,DAL,Dallas,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Tennessee
Trey Smith,Trey Smith,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Tennessee
Drew Dalman,Drew Dalman,ATL,Atlanta,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Stanford
Tucker Fisk,Tucker Fisk,LAC,LA Chargers,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford
Dylan Parham,Dylan Parham,LV,Las Vegas,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Memphis
Tim Jones,Tim Jones,JAX,Jacksonville,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Southern Mississippi
McClendon Curtis,McClendon Curtis,SEA,Seattle,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Tennessee-Chattanooga
Matt Gay,Matt Gay,IND,Indianapolis,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Utah
Andre Jones Jr.,Andre Jones,WSH,Washington,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DE,Louisiana-Lafayette
Jalen Tolbert,Jalen Tolbert,DAL,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,South Alabama
Andre' Sam,Andre' Sam,PHI,Philadelphia,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Louisiana State
Demontrey Jacobs,Demontrey Jacobs,NE,New England,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,South Florida
Rodney Williams,Dee Williams,PIT,NY Giants,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Tennessee
Jake Tonges,Jake Tonges,SF,San Francisco,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,California
Aidan O'Connell,Aidan O'Connell,LV,Las Vegas,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Purdue
Darren Hall,Jaren Hall,ARI,Seattle,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Brigham Young
Justin Jefferson,Justin Jefferson,MIN,Minnesota,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Louisiana State
Troy Hairston,Troy Hairston,HOU,Houston,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Central Michigan
Jordan Mailata,Jordan Mailata,PHI,Philadelphia,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,--
Michael Woods II,Michael Woods,CLE,Cleveland,1132,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Oklahoma
Dameon Pierce,Dameon Pierce,HOU,Houston,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Florida
Antonio Gibson,Antonio Gibson,NE,New England,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Memphis
Trevor Lawrence,Trevor Lawrence,JAX,Jacksonville,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Clemson
Jackson Carman,Jackson Carman,MIA,Miami,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Clemson
Tyrone Tracy Jr.,Tyrone Tracy,NYG,NY Giants,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Purdue
Trevor Denbow,Trevor Denbow,IND,Indianapolis,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Southern Methodist
Kendall Williamson,Kendall Williamson,LAC,LA Chargers,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Stanford
Michael Wilson,Michael Wilson,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,WR,Stanford
Brycen Tremayne,Brycen Tremayne,WSH,Washington,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Stanford
Tutu Atwell,Brock Purdy,LAR,San Francisco 49ers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Iowa State
Antonio Grier Jr.,Antonio Grier,TB,Tampa Bay,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Arkansas
Rashod Bateman,Rashod Bateman,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Minnesota
David Martin-Robinson,David Martin-Robinson,TEN,Tennessee,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Temple
Isaiah Likely,Isaiah Likely,BAL,Baltimore,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Coastal Carolina
Jeremy Ruckert,Jeremy Ruckert,NYJ,NY Jets,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Ohio State
Juice Scruggs,Juice Scruggs,HOU,Houston,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Penn State
Romeo Doubs,Romeo Doubs,GB,Green Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Nevada
Evan Deckers,Evan Deckers,TB,Tampa Bay,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Duke
Brock Purdy,Brock Purdy,SF,San Francisco,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Iowa State
Anthony Johnson Jr.,Anthony Johnson,NYG,NY Giants,1132,7,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Iowa State
Tanner McCalister,Tanner McCalister,DEN,Denver,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Ohio State
Christian Darrisaw,Christian Darrisaw,MIN,Minnesota,1132,7,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Virginia Tech
Cameron Dicker,Cameron Dicker,LAC,LA Chargers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,K,Texas
Keaontay Ingram,Keaontay Ingram,KC,Kansas City,1132,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Southern California
Bernhard Raimann,Bernhard Raimann,IND,Indianapolis,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Central Michigan
Kelvin Joseph,Kelvin Joseph,IND,Minnesota,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Kentucky
Damien Lewis,Damien Lewis,CAR,Carolina,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Louisiana State
Ben Brown,Ben Brown,NE,New England,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Mississippi
Brodric Martin,Brodric Martin,DET,Detroit,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DT,Western Kentucky
Dante Miller,Dante Miller,NYG,NY Giants,1132,2,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,South Carolina
Julius Chestnut,Julius Chestnut,TEN,Tennessee,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,1,0,RB,Sacred Heart
Andrei Iosivas,Andrei Iosivas,CIN,Cincinnati,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Princeton
Mason McCormick,Mason McCormick,PIT,Pittsburgh,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,South Dakota State
Jaylen Waddle,Jaylen Waddle,MIA,Miami,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Alabama
Kevin Austin Jr.,Kevin Austin,NO,New Orleans,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Notre Dame
British Brooks,British Brooks,HOU,Houston,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,North Carolina
Dallin Holker,Dallin Holker,NO,New Orleans,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Colorado State
Kitan Oladapo,Kitan Oladapo,GB,Green Bay,1132,6,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Oregon State
Luke Goedeke,Luke Goedeke,TB,Tampa Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Central Michigan
Trey Lance,Trey Lance,DAL,Dallas,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,North Dakota State
Matt Orzech,Matt Orzech,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LS,Azusa Pacific
Anthony Pittman,Anthony Pittman,DET/JAX,Detroit,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Wayne State (MI)
Jayden Daniels,Jayden Daniels,WSH,Washington,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Louisiana State
George Pickens,George Pickens,PIT,Pittsburgh,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Georgia
Ramel Keyton,Ramel Keyton,LV,Las Vegas,1132,6,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee
Sean Rhyan,Sean Rhyan,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,UCLA
Jonathan Mingo,Jonathan Mingo,DAL/CAR,Dallas,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi
Davis Allen,Davis Allen,LAR,LA Rams,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Clemson
Elijah Higgins,Elijah Higgins,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Stanford
Sam Howell,Sam Howell,SEA,Seattle,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,North Carolina
Luke McCaffrey,Luke McCaffrey,WSH,Washington,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Rice
DeMario Douglas,Demario Douglas,NE,New England,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Liberty
Mohamed Kamara,Mohamed Kamara,MIA,Miami,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,Colorado State
Gabriel Murphy,Gabriel Murphy,MIN,Minnesota,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,LB,UCLA
Reddy Steward,Reddy Steward,CHI,Chicago,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,DB,Troy State
Dontayvion Wicks,Dontayvion Wicks,GB,Green Bay,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Virginia
Broderick Jones,Broderick Jones,PIT,Pittsburgh,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Georgia
Eli Ricks,Eli Ricks,PHI,Philadelphia,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Alabama
Quentin Johnston,Quentin Johnston,LAC,LA Chargers,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas Christian
Anthony Richardson,Anthony Richardson,IND,Indianapolis,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Florida
Peter Skoronski,Peter Skoronski,TEN,Tennessee,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Northwestern
De'Von Achane,De'Von Achane,MIA,Miami,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Texas A&M
Jaheim Bell,Jaheim Bell,NE,New England,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Florida State
Beau Brade,Beau Brade,BAL,Baltimore,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Maryland
Zay Flowers,Zay Flowers,BAL,Baltimore,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Boston College
Jahmyr Gibbs,Jahmyr Gibbs,DET,Detroit,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Alabama
Patrick McMorris,Patrick McMorris,MIA,Miami,1132,4,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,California
Asim Richards,Asim Richards,DAL,Dallas,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,North Carolina
Brenton Strange,Brenton Strange,JAX,Jacksonville,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Penn State
Kyren Williams,Kyren Williams,LAR,LA Rams,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Notre Dame
Jalen McMillan,Jalen McMillan,TB,Tampa Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Washington
Roger Rosengarten,Roger Rosengarten,BAL,Baltimore,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Washington
Rome Odunze,Rome Odunze,CHI,Chicago,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Washington
Drake Maye,Drake Maye,NE,New England,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,North Carolina
Amarius Mims,Amarius Mims,CIN,Cincinnati,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Georgia
Marvin Harrison Jr.,Marvin Harrison,ARI,Arizona,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State
Brian Thomas Jr.,Brian Thomas,JAX,Jacksonville,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Louisiana State
Treylon Burks,Treylon Burks,TEN,Tennessee,1132,5,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Arkansas
Beaux Limmer,Beaux Limmer,LAR,LA Rams,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,C,Arkansas
Millard Bradford,Kendell Brooks,NO,Tennessee Titans,1132,2,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,S,Michigan State
Devaughn Vele,Devaughn Vele,DEN,Denver,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Utah
Malik Washington,Malik Washington,MIA,Miami,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Virginia
Garrett Wilson,Garrett Wilson,NYJ,NY Jets,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Ohio State
Wanya Morris,Wanya Morris,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Oklahoma
Tucker Kraft,Tucker Kraft,GB,Green Bay,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,South Dakota State
Isaiah Land,Isaiah Land,IND,Indianapolis,1132,10,1,0,1,0.0,0,1,0,0,0,0,0,0,0,0,DE,Florida A&M
T.J. Tampa,T.J. Tampa,BAL,Baltimore,1132,5,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Iowa State
Jacob Cowing,Jacob Cowing,SF,San Francisco,1132,13,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Arizona
Kendell Brooks,Kendell Brooks,TEN,Tennessee,1132,3,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Michigan State
Tyreik McAllister,Tyreik McAllister,LV,Las Vegas,1132,3,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Charleston
Bucky Irving,Jalen Coker,TB,Carolina Panthers,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Holy Cross
Quinn Meinerz,Quinn Meinerz,DEN,Denver,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Wisconsin-Whitewater
Shane Zylstra,Shane Zylstra,DET,Detroit,1132,10,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,TE,Minnesota State
Malachi Corley,Malachi Corley,NYJ,NY Jets,1132,8,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Western Kentucky
Keon Coleman,Keon Coleman,BUF,Buffalo,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Florida State
Xavier Worthy,Xavier Worthy,KC,Kansas City,1132,15,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Texas
Bryce Young,Bryce Young,CAR,Carolina,1132,12,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,QB,Alabama
Malik Heath,Malik Heath,GB,Green Bay,1132,11,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Mississippi
Jalin Hyatt,Jalin Hyatt,NYG,NY Giants,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Tennessee
Jalen Coker,Jalen Coker,CAR,Carolina,1132,9,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,WR,Holy Cross
Rachaad White,Rachaad White,TB,Tampa Bay,1132,14,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Arizona State
Sam Webb,Sam Webb,LV,Las Vegas,1132,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,DB,Missouri Western State
Carson Steele,Carson Steele,KC,Kansas City,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,UCLA
Jaleel McLaughlin,Jaleel McLaughlin,DEN,Denver,1132,14,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,RB,Youngstown State
Jackson Powers-Johnson,Jackson Powers-Johnson,LV,Las Vegas,1132,13,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OG,Oregon
Jack Browning,Jack Browning,TB,Tampa Bay,1132,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,P,San Diego State
Dominick Puni,Dominick Puni,SF,San Francisco,1132,15,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,OT,Kansas
Levi Drake Rodriguez,Levi Drake Rodriguez,MIN,Minnesota,1132,2,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,DT,Texas A&M-Commerce
Kalif Raymond,Kalif Raymond,DET,Detroit,1400,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,WR,Holy Cross
Ben Cleveland,Ben Cleveland,BAL,Baltimore,1400,15,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,OG,Georgia
Adetokunbo Ogundeji,,PIT,,1400,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,,
Kingsley Jonathan,Kingsley Jonathan,BUF,Buffalo,1400,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,DE,Syracuse
Anders Carlson,Anders Carlson,SF/NYJ,NY Jets,1400,7,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,K,Auburn
Calvin Austin III,Calvin Austin,PIT,Pittsburgh,1400,9,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,WR,Memphis
Casey Rogers,Casey Rogers,NYG,NY Giants,1400,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,DT,Oregon
Dwight McGlothern,Dwight McGlothern,MIN,Minnesota,1400,3,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,DB,Arkansas
Jose Ramirez,Jose Ramirez,TB,Tampa Bay,1400,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,LB,Eastern Michigan
